Frequency (Hz), ch0 (dB), ch1 (dB)
31845092.00, -91.23, -93.31
31852722.00, -91.88, -96.03
31860352.00, -94.07, -93.62
31867980.00, -92.83, -91.52
31875610.00, -92.63, -89.67
31883240.00, -92.30, -89.67
31890870.00, -92.47, -93.21
31898498.00, -91.44, -91.57
31906128.00, -92.65, -91.69
31913758.00, -90.99, -92.06
31921386.00, -91.20, -95.93
31929016.00, -91.43, -94.70
31936646.00, -93.97, -93.76
31944274.00, -93.36, -89.54
31951904.00, -91.69, -88.79
31959534.00, -90.97, -91.17
31967164.00, -90.54, -91.02
31974792.00, -92.56, -92.17
31982422.00, -95.46, -91.42
31990052.00, -94.30, -90.68
31997680.00, -92.34, -89.78
32005310.00, -93.42, -90.60
32012940.00, -90.32, -93.31
32020568.00, -92.14, -93.04
32028198.00, -94.32, -90.44
32035828.00, -93.42, -88.69
32043458.00, -94.29, -91.22
32051086.00, -92.31, -91.59
32058716.00, -91.74, -94.83
32066346.00, -93.69, -91.75
32073974.00, -94.24, -92.73
32081604.00, -94.46, -89.79
32089234.00, -91.67, -92.47
32096862.00, -92.63, -92.35
32104492.00, -90.69, -91.04
32112122.00, -91.59, -91.13
32119750.00, -91.03, -95.21
32127380.00, -91.97, -90.44
32135010.00, -91.75, -90.93
32142640.00, -94.94, -94.64
32150268.00, -94.41, -94.17
32157898.00, -91.91, -93.58
32165528.00, -92.65, -93.93
32173156.00, -90.02, -89.73
32180786.00, -91.37, -92.41
32188416.00, -93.44, -89.64
32196044.00, -93.73, -91.41
32203674.00, -90.65, -91.03
32211304.00, -91.65, -92.99
32218934.00, -93.62, -92.77
32226562.00, -94.23, -92.16
32234192.00, -95.03, -94.76
32241822.00, -95.70, -91.07
32249450.00, -95.04, -94.47
32257080.00, -91.43, -93.65
32264710.00, -92.16, -91.63
32272338.00, -93.58, -92.20
32279968.00, -89.92, -93.49
32287598.00, -89.67, -92.61
32295228.00, -95.80, -90.62
32302856.00, -95.47, -91.99
32310486.00, -90.92, -93.74
32318116.00, -90.33, -93.74
32325744.00, -94.27, -91.39
32333374.00, -94.58, -89.40
32341004.00, -93.06, -89.36
32348632.00, -94.42, -92.81
32356262.00, -92.67, -92.00
32363892.00, -94.37, -93.50
32371520.00, -90.38, -90.28
32379150.00, -89.50, -91.53
32386780.00, -91.86, -92.37
32394410.00, -92.63, -92.85
32402038.00, -93.06, -90.92
32409668.00, -92.69, -89.21
32417298.00, -92.71, -93.46
32424926.00, -92.23, -90.33
32432556.00, -92.45, -89.38
32440186.00, -92.06, -89.16
32447814.00, -91.72, -89.93
32455444.00, -91.95, -91.54
32463074.00, -91.51, -90.46
32470704.00, -92.36, -89.26
32478332.00, -92.28, -91.09
32485962.00, -92.02, -90.63
32493592.00, -93.09, -90.48
32501220.00, -91.95, -94.16
32508850.00, -95.25, -94.25
32516480.00, -92.77, -91.41
32524108.00, -91.93, -92.80
32531738.00, -93.48, -97.04
32539368.00, -93.45, -91.65
32546998.00, -91.72, -91.12
32554626.00, -90.98, -92.29
32562256.00, -92.61, -89.93
32569886.00, -91.11, -92.53
32577514.00, -91.12, -92.35
32585144.00, -90.88, -92.93
32592774.00, -92.39, -92.27
32600402.00, -90.35, -89.98
32608032.00, -89.70, -91.41
32615662.00, -91.92, -92.12
32623292.00, -90.51, -93.03
32630920.00, -91.49, -92.60
32638550.00, -92.90, -93.67
32646180.00, -91.25, -91.01
32653808.00, -92.20, -93.84
32661438.00, -93.41, -89.50
32669068.00, -92.27, -92.27
32676696.00, -90.53, -93.95
32684326.00, -93.36, -93.47
32691956.00, -94.04, -92.40
32699584.00, -93.60, -92.48
32707214.00, -92.23, -92.18
32714844.00, -93.75, -92.06
32722474.00, -90.87, -99.04
32730102.00, -92.82, -92.58
32737732.00, -92.67, -91.46
32745362.00, -93.56, -93.23
32752990.00, -91.29, -91.27
32760620.00, -91.28, -90.41
32768250.00, -92.34, -90.64
32775878.00, -92.64, -91.76
32783508.00, -90.43, -91.99
32791138.00, -89.73, -93.50
32798768.00, -90.31, -89.17
32806396.00, -90.85, -88.96
32814026.00, -90.48, -91.70
32821656.00, -93.05, -92.99
32829284.00, -93.00, -91.25
32836914.00, -92.11, -91.65
32844544.00, -90.27, -93.24
32852172.00, -91.34, -92.21
32859802.00, -91.32, -92.43
32867432.00, -91.34, -90.38
32875062.00, -95.03, -92.70
32882690.00, -91.98, -96.98
32890320.00, -92.95, -93.28
32897950.00, -95.21, -93.85
32905578.00, -90.46, -92.46
32913208.00, -93.92, -94.35
32920838.00, -94.35, -94.07
32928466.00, -93.49, -96.00
32936096.00, -92.63, -93.85
32943726.00, -93.13, -95.47
32951354.00, -89.49, -90.99
32958984.00, -89.22, -88.24
32966614.00, -91.55, -89.71
32974244.00, -95.13, -90.18
32981872.00, -96.80, -93.86
32989502.00, -93.99, -93.67
32997132.00, -92.52, -93.18
33004760.00, -93.19, -90.26
33012390.00, -92.03, -91.00
33020020.00, -93.48, -91.44
33027648.00, -92.17, -91.54
33035278.00, -91.21, -92.55
33042908.00, -95.69, -92.89
33050538.00, -92.53, -93.47
33058166.00, -92.14, -94.37
33065796.00, -90.43, -89.33
33073426.00, -93.78, -91.08
33081054.00, -91.04, -93.77
33088684.00, -89.43, -93.65
33096314.00, -92.08, -93.97
33103942.00, -92.50, -91.91
33111572.00, -92.02, -93.08
33119202.00, -93.67, -92.74
33126832.00, -91.01, -93.29
33134460.00, -89.59, -91.24
33142090.00, -89.82, -90.72
33149720.00, -92.16, -91.58
33157348.00, -91.86, -90.76
33164978.00, -98.39, -89.95
33172608.00, -91.02, -90.01
33180236.00, -89.76, -90.39
33187866.00, -89.46, -91.70
33195496.00, -91.22, -88.83
33203124.00, -91.03, -93.66
33210754.00, -90.93, -90.49
33218384.00, -93.20, -90.11
33226014.00, -93.69, -93.69
33233642.00, -94.56, -93.45
33241272.00, -96.53, -95.10
33248902.00, -91.30, -92.75
33256530.00, -94.84, -91.59
33264160.00, -92.01, -93.17
33271790.00, -90.88, -98.37
33279418.00, -90.43, -93.61
33287048.00, -91.89, -95.06
33294678.00, -93.05, -95.21
33302308.00, -92.46, -93.61
33309936.00, -90.18, -94.14
33317566.00, -92.02, -93.64
33325196.00, -93.22, -90.86
33332824.00, -93.15, -91.53
33340454.00, -90.78, -90.47
33348084.00, -92.53, -90.26
33355712.00, -91.95, -92.15
33363342.00, -91.14, -93.33
33370972.00, -90.13, -92.52
33378602.00, -90.69, -89.82
33386230.00, -93.81, -93.36
33393860.00, -92.52, -91.26
33401490.00, -90.77, -88.63
33409118.00, -89.59, -92.22
33416748.00, -91.38, -91.15
33424378.00, -92.95, -89.18
33432006.00, -93.96, -91.84
33439636.00, -93.70, -93.24
33447266.00, -92.91, -91.98
33454896.00, -92.68, -91.04
33462524.00, -94.10, -92.27
33470154.00, -92.03, -92.36
33477784.00, -91.65, -90.93
33485412.00, -91.21, -91.92
33493042.00, -93.40, -92.98
33500672.00, -94.02, -92.05
33508300.00, -94.75, -91.72
33515930.00, -89.77, -91.32
33523560.00, -88.68, -92.82
33531188.00, -90.51, -94.31
33538818.00, -91.24, -93.96
33546448.00, -91.89, -90.20
33554078.00, -91.67, -91.40
33561708.00, -93.87, -92.24
33569336.00, -92.84, -91.05
33576964.00, -90.34, -92.34
33584596.00, -93.33, -91.66
33592224.00, -94.11, -91.16
33599852.00, -94.80, -91.79
33607484.00, -89.91, -94.36
33615112.00, -92.60, -94.03
33622740.00, -94.57, -91.57
33630372.00, -94.09, -91.56
33638000.00, -90.97, -94.77
33645628.00, -91.52, -94.28
33653260.00, -90.07, -95.23
33660888.00, -92.53, -95.01
33668520.00, -92.53, -95.09
33676148.00, -91.32, -88.59
33683776.00, -90.82, -91.47
33691408.00, -91.80, -93.25
33699036.00, -93.69, -93.66
33706664.00, -92.59, -90.51
33714296.00, -90.99, -90.33
33721924.00, -91.67, -93.84
33729552.00, -91.09, -90.29
33737184.00, -93.46, -92.63
33744812.00, -91.92, -94.20
33752440.00, -91.65, -91.16
33760072.00, -92.11, -91.54
33767700.00, -90.15, -91.28
33775328.00, -91.18, -91.19
33782960.00, -91.96, -90.33
33790588.00, -91.10, -94.06
33798216.00, -92.78, -92.02
33805848.00, -94.04, -92.16
33813476.00, -93.71, -95.99
33821104.00, -92.37, -91.55
33828736.00, -93.24, -91.44
33836364.00, -91.35, -89.66
33843996.00, -90.07, -90.30
33851624.00, -90.26, -92.03
33859252.00, -91.27, -92.19
33866884.00, -93.32, -95.45
33874512.00, -92.72, -91.79
33882140.00, -92.52, -94.15
33889772.00, -92.60, -91.61
33897400.00, -92.02, -90.88
33905028.00, -95.38, -94.69
33912660.00, -94.54, -90.70
33920288.00, -90.99, -90.45
33927916.00, -92.49, -91.22
33935548.00, -94.14, -92.97
33943176.00, -92.54, -97.52
33950804.00, -89.06, -94.19
33958436.00, -91.69, -94.95
33966064.00, -90.97, -96.06
33973692.00, -93.10, -92.45
33981324.00, -92.87, -89.73
33988952.00, -90.58, -88.84
33996584.00, -92.21, -89.53
34004212.00, -92.91, -88.24
34011840.00, -92.28, -88.30
34019472.00, -90.99, -93.45
34027100.00, -91.87, -94.61
34034728.00, -91.03, -94.58
34042360.00, -91.95, -92.34
34049988.00, -91.85, -90.84
34057616.00, -91.95, -93.14
34065248.00, -89.75, -93.44
34072876.00, -90.75, -93.62
34080504.00, -91.74, -91.86
34088136.00, -93.69, -90.47
34095764.00, -92.55, -92.51
34103392.00, -91.89, -93.01
34111024.00, -92.88, -92.17
34118652.00, -91.84, -92.06
34126280.00, -92.34, -91.99
34133912.00, -91.43, -92.72
34141540.00, -93.06, -91.76
34149168.00, -93.08, -91.83
34156800.00, -91.64, -94.42
34164428.00, -90.79, -90.69
34172060.00, -93.30, -93.91
34179688.00, -93.41, -95.79
34187316.00, -92.63, -95.81
34194948.00, -91.13, -92.01
34202576.00, -89.80, -92.37
34210204.00, -94.00, -91.79
34217836.00, -91.23, -90.94
34225464.00, -90.72, -90.33
34233092.00, -91.90, -93.54
34240724.00, -90.96, -93.87
34248352.00, -89.87, -92.49
34255980.00, -91.24, -92.95
34263612.00, -90.59, -94.38
34271240.00, -92.31, -91.22
34278868.00, -90.65, -93.85
34286500.00, -92.07, -93.32
34294128.00, -90.02, -91.67
34301756.00, -91.53, -95.43
34309388.00, -92.20, -90.01
34317016.00, -89.00, -91.57
34324644.00, -89.11, -93.43
34332276.00, -90.51, -89.43
34339904.00, -90.45, -91.49
34347536.00, -91.71, -93.08
34355164.00, -90.40, -94.18
34362792.00, -88.48, -90.20
34370424.00, -89.62, -91.73
34378052.00, -88.13, -92.05
34385680.00, -90.07, -89.29
34393312.00, -92.68, -90.46
34400940.00, -92.13, -91.16
34408568.00, -94.65, -92.30
34416200.00, -93.16, -92.98
34423828.00, -91.74, -93.05
34431456.00, -92.58, -93.08
34439088.00, -91.09, -93.06
34446716.00, -89.25, -92.25
34454344.00, -91.17, -90.05
34461976.00, -92.80, -96.27
34469604.00, -94.70, -91.65
34477232.00, -91.28, -90.49
34484864.00, -94.07, -92.81
34492492.00, -89.32, -96.30
34500124.00, -89.26, -94.64
34507752.00, -93.71, -95.79
34515380.00, -93.30, -92.19
34523012.00, -91.72, -90.70
34530640.00, -90.22, -90.14
34538268.00, -89.87, -91.59
34545900.00, -91.56, -94.86
34553528.00, -92.82, -92.16
34561156.00, -91.73, -89.99
34568788.00, -92.35, -92.61
34576416.00, -91.98, -90.06
34584044.00, -93.81, -95.75
34591676.00, -91.92, -95.82
34599304.00, -92.80, -92.67
34606932.00, -91.77, -92.01
34614564.00, -90.66, -96.90
34622192.00, -92.98, -95.23
34629820.00, -92.87, -92.85
34637452.00, -89.62, -94.84
34645080.00, -90.94, -89.45
34652708.00, -92.19, -91.23
34660340.00, -93.89, -92.86
34667968.00, -90.69, -93.02
34675600.00, -90.43, -93.94
34683228.00, -92.89, -94.77
34690856.00, -93.55, -93.05
34698488.00, -90.38, -93.48
34706116.00, -90.98, -91.37
34713744.00, -96.26, -89.97
34721376.00, -94.22, -92.37
34729004.00, -92.64, -93.57
34736632.00, -93.33, -91.08
34744264.00, -94.49, -91.18
34751892.00, -91.51, -91.60
34759520.00, -90.23, -95.45
34767152.00, -94.62, -95.43
34774780.00, -92.36, -92.06
34782408.00, -93.71, -90.28
34790040.00, -91.37, -91.77
34797668.00, -93.09, -92.89
34805296.00, -90.78, -89.01
34812928.00, -90.80, -92.82
34820556.00, -91.64, -93.32
34828188.00, -92.93, -91.58
34835816.00, -94.19, -95.92
34843444.00, -92.40, -93.46
34851076.00, -92.35, -91.10
34858704.00, -92.34, -93.48
34866332.00, -88.90, -93.12
34873964.00, -90.85, -91.38
34881592.00, -92.36, -90.01
34889220.00, -91.29, -93.52
34896852.00, -95.07, -93.82
34904480.00, -95.98, -92.39
34912108.00, -91.55, -93.86
34919740.00, -94.15, -93.81
34927368.00, -91.49, -95.81
34934996.00, -88.20, -95.15
34942628.00, -90.33, -91.03
34950256.00, -91.31, -91.22
34957884.00, -89.44, -92.91
34965516.00, -94.38, -94.93
34973144.00, -95.47, -92.71
34980772.00, -95.16, -92.62
34988404.00, -92.49, -91.06
34996032.00, -92.77, -89.61
35003664.00, -91.43, -91.50
35011292.00, -92.49, -93.34
35018920.00, -89.93, -91.14
35026552.00, -91.30, -89.62
35034180.00, -92.09, -90.17
35041808.00, -93.75, -89.66
35049440.00, -93.41, -94.42
35057068.00, -92.63, -91.32
35064696.00, -92.59, -93.10
35072328.00, -92.38, -90.90
35079956.00, -92.39, -92.87
35087584.00, -88.14, -92.46
35095216.00, -92.85, -91.87
35102844.00, -92.71, -91.57
35110472.00, -92.72, -96.84
35118104.00, -91.49, -91.77
35125732.00, -91.06, -90.83
35133360.00, -91.92, -91.39
35140992.00, -90.85, -91.75
35148620.00, -91.36, -93.42
35156248.00, -92.56, -92.40
35163880.00, -90.30, -95.49
35171508.00, -90.47, -96.00
35179140.00, -93.60, -92.25
35186768.00, -91.71, -93.07
35194396.00, -91.07, -94.56
35202028.00, -92.70, -93.31
35209656.00, -94.43, -93.18
35217284.00, -92.60, -94.90
35224916.00, -91.46, -92.86
35232544.00, -89.64, -95.19
35240172.00, -91.28, -92.22
35247804.00, -90.44, -94.55
35255432.00, -89.81, -91.18
35263060.00, -93.47, -91.23
35270692.00, -93.17, -90.74
35278320.00, -91.35, -91.87
35285948.00, -89.15, -94.71
35293580.00, -92.52, -91.78
35301208.00, -93.57, -91.57
35308836.00, -92.17, -92.67
35316468.00, -92.50, -91.91
35324096.00, -94.02, -93.99
35331728.00, -91.32, -93.25
35339356.00, -91.24, -91.23
35346984.00, -93.09, -92.76
35354616.00, -95.61, -92.90
35362244.00, -93.29, -91.20
35369872.00, -90.05, -91.08
35377504.00, -88.93, -93.36
35385132.00, -91.76, -93.40
35392760.00, -94.72, -91.47
35400392.00, -94.33, -93.43
35408020.00, -92.05, -93.34
35415648.00, -92.62, -91.27
35423280.00, -90.22, -90.72
35430908.00, -91.01, -93.34
35438536.00, -91.72, -98.13
35446168.00, -92.46, -92.52
35453796.00, -91.93, -90.88
35461424.00, -92.00, -90.65
35469056.00, -94.61, -93.71
35476684.00, -92.47, -91.19
35484312.00, -91.14, -93.88
35491944.00, -89.93, -92.93
35499572.00, -91.57, -94.28
35507204.00, -92.92, -94.73
35514832.00, -91.82, -96.83
35522460.00, -91.03, -90.54
35530092.00, -93.53, -89.33
35537720.00, -94.24, -91.31
35545348.00, -93.74, -91.35
35552980.00, -90.61, -92.27
35560608.00, -91.03, -93.79
35568236.00, -92.95, -91.04
35575868.00, -90.62, -90.71
35583496.00, -90.71, -93.95
35591124.00, -95.03, -89.38
35598756.00, -91.66, -89.16
35606384.00, -92.64, -93.89
35614012.00, -92.52, -94.41
35621644.00, -93.03, -92.54
35629272.00, -93.26, -93.40
35636900.00, -91.59, -94.00
35644532.00, -92.38, -95.05
35652160.00, -91.40, -92.56
35659792.00, -91.69, -91.52
35667420.00, -93.58, -92.19
35675048.00, -90.63, -92.29
35682680.00, -91.60, -93.22
35690308.00, -92.48, -90.75
35697936.00, -93.71, -94.39
35705568.00, -91.89, -92.69
35713196.00, -93.25, -93.39
35720824.00, -95.06, -91.32
35728456.00, -94.93, -92.79
35736084.00, -91.44, -92.51
35743712.00, -91.97, -91.98
35751344.00, -91.81, -90.07
35758972.00, -90.27, -94.64
35766600.00, -94.75, -98.04
35774232.00, -92.50, -96.57
35781860.00, -90.22, -90.50
35789488.00, -89.05, -88.94
35797120.00, -90.70, -89.97
35804748.00, -91.80, -93.19
35812376.00, -94.48, -91.84
35820008.00, -93.79, -92.05
35827636.00, -92.49, -92.41
35835268.00, -92.01, -91.56
35842896.00, -92.31, -91.09
35850524.00, -93.51, -91.32
35858156.00, -90.80, -91.84
35865784.00, -93.49, -92.96
35873412.00, -91.12, -92.31
35881044.00, -91.53, -93.72
35888672.00, -92.41, -93.32
35896300.00, -91.03, -92.81
35903932.00, -91.46, -96.01
35911560.00, -95.11, -90.79
35919188.00, -94.58, -91.92
35926820.00, -92.45, -93.55
35934448.00, -92.86, -92.79
35942076.00, -94.17, -93.44
35949708.00, -93.66, -93.86
35957336.00, -93.91, -92.58
35964964.00, -94.30, -92.88
35972596.00, -93.88, -93.14
35980224.00, -91.91, -94.97
35987856.00, -92.44, -90.99
35995484.00, -92.10, -93.40
36003112.00, -92.18, -93.16
36010744.00, -90.50, -94.36
36018372.00, -91.23, -92.40
36026000.00, -89.72, -91.13
36033632.00, -89.34, -96.18
36041260.00, -90.50, -90.50
36048888.00, -88.58, -92.41
36056520.00, -91.06, -89.52
36064148.00, -90.27, -90.30
36071776.00, -88.34, -89.22
36079408.00, -89.19, -90.90
36087036.00, -90.68, -91.70
36094664.00, -90.83, -93.28
36102296.00, -91.82, -92.30
36109924.00, -92.63, -93.26
36117552.00, -91.17, -93.28
36125184.00, -88.36, -93.15
36132812.00, -88.79, -90.97
36140440.00, -92.21, -91.69
36148072.00, -96.97, -91.99
36155700.00, -92.13, -91.89
36163332.00, -93.10, -92.01
36170960.00, -93.86, -94.02
36178588.00, -91.40, -93.21
36186220.00, -89.19, -89.76
36193848.00, -92.67, -90.77
36201476.00, -92.94, -93.45
36209108.00, -94.13, -90.03
36216736.00, -92.85, -88.22
36224364.00, -91.87, -90.34
36231996.00, -91.47, -91.34
36239624.00, -90.86, -93.07
36247252.00, -90.36, -92.12
36254884.00, -90.05, -92.61
36262512.00, -92.16, -96.30
36270140.00, -90.70, -93.40
36277772.00, -91.02, -92.70
36285400.00, -94.45, -91.17
36293028.00, -91.69, -91.56
36300660.00, -92.21, -91.64
36308288.00, -94.35, -92.06
36315916.00, -91.85, -93.74
36323548.00, -91.67, -95.75
36331176.00, -91.29, -93.10
36338808.00, -92.54, -94.89
36346436.00, -91.99, -91.29
36354064.00, -98.13, -89.67
36361696.00, -92.86, -92.57
36369324.00, -94.03, -94.84
36376952.00, -89.28, -92.65
36384584.00, -89.26, -90.46
36392212.00, -91.83, -89.30
36399840.00, -91.26, -92.45
36407472.00, -89.64, -92.19
36415100.00, -90.80, -91.56
36422728.00, -90.95, -93.55
36430360.00, -90.63, -91.00
36437988.00, -94.20, -90.89
36445616.00, -93.81, -89.59
36453248.00, -92.44, -90.03
36460876.00, -94.89, -94.29
36468504.00, -94.60, -92.41
36476136.00, -93.74, -90.08
36483764.00, -94.53, -91.63
36491396.00, -94.47, -93.09
36499024.00, -92.45, -91.55
36506652.00, -92.10, -91.13
36514284.00, -93.05, -91.97
36521912.00, -97.60, -90.96
36529540.00, -91.83, -90.54
36537172.00, -92.26, -96.65
36544800.00, -90.55, -93.49
36552428.00, -87.67, -93.66
36560060.00, -89.34, -93.95
36567688.00, -92.07, -92.06
36575316.00, -91.62, -93.96
36582948.00, -92.79, -91.91
36590576.00, -95.05, -89.97
36598204.00, -93.65, -90.11
36605836.00, -95.03, -94.44
36613464.00, -94.66, -90.53
36621092.00, -93.53, -91.15
36628724.00, -90.47, -89.65
36636352.00, -95.45, -91.27
36643980.00, -91.37, -92.87
36651612.00, -89.11, -90.74
36659240.00, -92.00, -90.88
36666872.00, -92.04, -91.57
36674500.00, -92.41, -90.77
36682128.00, -91.06, -93.63
36689760.00, -91.28, -91.76
36697388.00, -94.74, -92.23
36705016.00, -93.08, -93.77
36712648.00, -88.84, -93.46
36720276.00, -90.07, -90.92
36727904.00, -91.52, -93.54
36735536.00, -94.26, -92.64
36743164.00, -90.61, -95.03
36750792.00, -91.89, -93.05
36758424.00, -91.76, -91.13
36766052.00, -90.03, -92.72
36773680.00, -91.25, -90.83
36781312.00, -89.67, -91.74
36788940.00, -93.61, -90.02
36796568.00, -92.22, -90.71
36804200.00, -92.15, -92.84
36811828.00, -91.26, -90.15
36819460.00, -92.69, -88.80
36827088.00, -90.07, -91.22
36834716.00, -91.51, -91.58
36842348.00, -97.69, -92.46
36849976.00, -93.18, -92.87
36857604.00, -93.53, -93.00
36865236.00, -90.69, -91.67
36872864.00, -93.05, -90.48
36880492.00, -90.29, -94.22
36888124.00, -91.95, -92.04
36895752.00, -94.48, -92.80
36903380.00, -92.63, -94.74
36911012.00, -91.47, -92.25
36918640.00, -93.21, -89.98
36926268.00, -93.37, -92.04
36933900.00, -92.05, -89.05
36941528.00, -91.82, -90.88
36949156.00, -93.48, -90.65
36956788.00, -90.78, -91.71
36964416.00, -90.24, -95.70
36972044.00, -91.68, -98.48
36979676.00, -89.67, -95.15
36987304.00, -90.92, -92.95
36994936.00, -89.64, -91.14
37002564.00, -92.13, -91.72
37010192.00, -93.14, -93.08
37017824.00, -91.04, -93.00
37025452.00, -90.39, -92.53
37033080.00, -88.65, -94.37
37040712.00, -90.56, -90.25
37048340.00, -97.68, -92.11
37055968.00, -91.89, -90.21
37063600.00, -92.85, -91.62
37071228.00, -92.09, -90.88
37078856.00, -91.17, -92.10
37086488.00, -91.80, -91.53
37094116.00, -91.68, -91.98
37101744.00, -91.00, -92.69
37109376.00, -89.56, -92.15
37117004.00, -91.65, -89.41
37124632.00, -92.42, -93.08
37132264.00, -92.12, -92.62
37139892.00, -92.10, -92.59
37147520.00, -89.25, -91.74
37155152.00, -87.97, -92.24
37162780.00, -91.55, -92.62
37170412.00, -95.12, -91.01
37178040.00, -92.29, -91.38
37185668.00, -91.77, -93.02
37193300.00, -88.95, -94.78
37200928.00, -88.39, -92.02
37208556.00, -90.21, -91.06
37216188.00, -89.86, -89.82
37223816.00, -89.32, -88.82
37231444.00, -89.59, -89.65
37239076.00, -91.09, -89.86
37246704.00, -93.94, -92.91
37254332.00, -91.78, -91.04
37261964.00, -91.94, -93.40
37269592.00, -90.60, -91.67
37277220.00, -88.92, -91.81
37284852.00, -91.97, -92.11
37292480.00, -91.86, -90.15
37300108.00, -91.69, -93.17
37307740.00, -91.30, -91.96
37315368.00, -92.51, -92.25
37323000.00, -90.28, -94.15
37330628.00, -88.74, -90.04
37338256.00, -93.55, -90.57
37345888.00, -92.33, -96.62
37353516.00, -93.33, -91.11
37361144.00, -91.70, -92.61
37368776.00, -90.04, -91.88
37376404.00, -91.00, -92.19
37384032.00, -90.72, -91.78
37391664.00, -91.14, -91.77
37399292.00, -90.28, -91.42
37406920.00, -90.37, -92.07
37414552.00, -90.23, -91.44
37422180.00, -88.45, -92.64
37429808.00, -90.79, -92.79
37437440.00, -93.28, -92.41
37445068.00, -91.89, -90.06
